Weights
"[[ 1.0020741 -5.70581421e-19j  1.22845722-2.62074974e-19j
  -0.65208795-1.71108449e-19j -0.33858393+2.23681431e-20j]]"
"[[ 1.00340995+1.17169613e-18j  1.23132376+9.47283289e-19j
  -0.65473228+4.48566400e-19j -0.33855385+9.76074906e-20j]]"
"[[ 0.97883756-1.30538737e-20j  1.22544145-5.16502170e-21j
  -0.66127214-6.68779941e-20j -0.33854284+3.69120947e-20j]]"
"[[ 1.00315096-2.71059949e-18j  1.23315759-1.95376527e-18j
  -0.65930608-8.11160549e-19j -0.33677621-1.62433741e-19j]]"
"[[ 0.99821739-8.86620732e-19j  1.23384268-6.52143934e-19j
  -0.65409913-3.26792663e-19j -0.33822351-3.59536993e-21j]]"
"[[ 1.00112796-1.71413846e-18j  1.2303336 -1.02986725e-18j
  -0.6528002 -5.02769270e-19j -0.33884694-5.25597243e-20j]]"
"[[ 1.00119735+4.64913687e-20j  1.23463121-7.55093551e-20j
  -0.65994404+4.82635365e-20j -0.33866828-1.32597682e-20j]]"
"[[ 0.9994077 -7.16619230e-19j  1.23218272-4.41940867e-19j
  -0.65124837-2.68189991e-19j -0.33809344-3.71648423e-20j]]"
"[[ 0.99959987-4.75040834e-19j  1.23796816-3.39725047e-19j
  -0.65708296-1.36924159e-19j -0.33605632-1.38101277e-20j]]"
"[[ 0.98088665-6.32673513e-19j  1.22404347-5.01316044e-19j
  -0.65868609-1.75997446e-19j -0.33883138-1.11721782e-20j]]"
"[[ 1.00049664-5.67570933e-19j  1.22928695-3.23610907e-19j
  -0.65411737-2.62993863e-19j -0.34001586-5.40262521e-21j]]"
"[[ 0.99863004-8.27812719e-19j  1.23697821-5.54315417e-19j
  -0.66142928-2.21072817e-19j -0.33951389-4.94924625e-20j]]"
"[[ 1.00009231-1.34617760e-18j  1.22967841-8.99710589e-19j
  -0.65872265-3.25328275e-19j -0.3378651 -7.75035943e-20j]]"
"[[ 1.00193549-3.11816276e-18j  1.230105  -2.16947266e-18j
  -0.65516181-9.53793917e-19j -0.3371209 -1.35769472e-19j]]"
"[[ 1.00230575-7.59107617e-19j  1.23366924-4.18967003e-19j
  -0.65768991-1.92731648e-19j -0.33863698-2.18116726e-20j]]"
"[[ 1.00428741-3.09215001e-18j  1.23086498-1.94150048e-18j
  -0.65685626-9.85668311e-19j -0.34094057-1.41618758e-19j]]"
"[[ 1.00118098-3.35221761e-18j  1.2294827 -2.20883957e-18j
  -0.65245339-1.06979944e-18j -0.34013718-2.25030103e-19j]]"
"[[ 0.99971333-7.81678014e-19j  1.23131569-3.97422147e-19j
  -0.65428343-2.24670816e-19j -0.33904324-2.68329575e-21j]]"
"[[ 1.00102624-3.12920762e-18j  1.22837077-2.12834256e-18j
  -0.65362745-9.32696907e-19j -0.33796432-1.20485642e-19j]]"
"[[ 1.0001733 -1.92034307e-18j  1.23113071-1.37299288e-18j
  -0.65116544-6.68247009e-19j -0.33828587-8.51845926e-20j]]"
"[[ 1.00071728+6.09959322e-19j  1.228627  +5.85599067e-19j
  -0.65795448+1.70287493e-19j -0.33695634+1.04015805e-20j]]"
"[[ 1.0031817 -5.51422111e-19j  1.23244846-2.90697021e-19j
  -0.65670147-1.48177042e-19j -0.33991146-1.61334158e-20j]]"
"[[ 1.00247287+4.62746695e-20j  1.23394699+2.66495142e-19j
  -0.65811873-6.45337124e-20j -0.33678264+2.84369979e-20j]]"
"[[ 0.99985532-3.83422723e-18j  1.23079613-2.54527055e-18j
  -0.65682847-1.19531484e-18j -0.34025072-1.35864836e-19j]]"
"[[ 1.00082031-1.42643986e-18j  1.22935843-9.53232052e-19j
  -0.65919136-4.61910372e-19j -0.34089034-4.29644776e-20j]]"
"[[ 1.00075532-2.78471596e-18j  1.23534064-1.84836911e-18j
  -0.66010476-8.46721356e-19j -0.33655099-1.05292219e-19j]]"
"[[ 0.99897841+3.29746023e-19j  1.23093166+2.43503440e-19j
  -0.65512664+8.87724181e-21j -0.3387281 +4.15637695e-20j]]"
"[[ 1.00371134-2.54077772e-18j  1.23267421-1.78472326e-18j
  -0.65810786-7.41135413e-19j -0.33778766-8.42109091e-20j]]"
"[[ 1.00173002-1.86144236e-18j  1.23469687-1.15584106e-18j
  -0.65777639-5.76120674e-19j -0.33672645-5.62446466e-20j]]"
"[[ 1.00331789-1.26505370e-18j  1.23259755-8.63263124e-19j
  -0.65486638-3.85336888e-19j -0.33803959-5.30656355e-20j]]"
