,1,2,3,4,5,6,7,8,9,10
1,1.0,1.7722711008862768e-06,1.674178525670166e-06,1.7278603148724103e-06,0.2837226988732847,1.6858673414334802e-06,1.488469161579546e-06,1.488469161579546e-06,0.22014121273753928,1.6869333328939244e-06
2,1.7722711008862768e-06,1.0,1.578033486313702e-06,1.7191759138770554e-06,6.595160127633705e-06,1.6954815515692352e-06,1.212188707384367e-06,1.212188707384367e-06,9.553733386884777e-06,1.6954815515692352e-06
3,1.674178525670166e-06,1.578033486313702e-06,1.0,1.7170105183845441e-06,1.6416009966164372e-06,1.65205147845969e-06,1.8002094799810936e-06,1.8002094799810936e-06,1.6426435524004428e-06,1.6530995771390012e-06
4,1.7278603148724103e-06,1.7191759138770554e-06,1.7170105183845441e-06,1.0,1.8116893653409467e-06,0.016044716102559,7.404225191318789e-72,7.404225191318789e-72,1.145983927655049e-15,0.014750622136521662
5,0.2837226988732847,6.595160127633705e-06,1.6416009966164372e-06,1.8116893653409467e-06,1.0,1.7040659206732472e-06,1.5371381119121509e-06,1.5371381119121509e-06,0.7277235466695502,1.7072944035498492e-06
6,1.6858673414334802e-06,1.6954815515692352e-06,1.65205147845969e-06,0.016044716102559,1.7040659206732472e-06,1.0,1.599329725676377e-06,1.599329725676377e-06,1.7072944035498492e-06,0.7277235466695502
7,1.488469161579546e-06,1.212188707384367e-06,1.8002094799810936e-06,7.404225191318789e-72,1.5371381119121509e-06,1.599329725676377e-06,1.0,1.0,2.3259714022815018e-97,1.6023915674128654e-06
8,1.488469161579546e-06,1.212188707384367e-06,1.8002094799810936e-06,7.404225191318789e-72,1.5371381119121509e-06,1.599329725676377e-06,1.0,1.0,2.3259714022815018e-97,1.6023915674128654e-06
9,0.22014121273753928,9.553733386884777e-06,1.6426435524004428e-06,1.145983927655049e-15,0.7277235466695502,1.7072944035498492e-06,2.3259714022815018e-97,2.3259714022815018e-97,1.0,1.7072944035498492e-06
10,1.6869333328939244e-06,1.6954815515692352e-06,1.6530995771390012e-06,0.014750622136521662,1.7072944035498492e-06,0.7277235466695502,1.6023915674128654e-06,1.6023915674128654e-06,1.7072944035498492e-06,1.0
