Negativity_Class_0,Negativity_Class_1,Negativity_Class_2
0.321179040479151,0.3206177507039377,0.4212723256273356
0.32121472040127463,0.3206394962455752,0.42116508214903686
0.3210309276061848,0.3204691581368095,0.42099224760718557
0.32101622758074944,0.3204445422727878,0.42098703632200135
0.32126826422018867,0.3207038995400463,0.42114825090953234
0.3211610760756741,0.3205940718867196,0.42093483335434023
0.3210884310546148,0.32051732745959327,0.42113117616666
0.3210194632426168,0.3204583953848299,0.4207064774408226
0.32113906396252256,0.32055760720779236,0.4210966803835953
0.32103843787307806,0.32046934767246926,0.42078589292862406
0.32125789286252227,0.32068686479406017,0.4215359222571826
0.32117829663686237,0.32061498596900073,0.42107498950084066
0.32114356502801045,0.32057796212619655,0.4210542089650306
0.32120435394555485,0.32064208535460736,0.42095156459031047
0.3210484036494706,0.32048804446992285,0.42087260811687555
0.32113804679626123,0.3205716341649244,0.4210547913127076
0.32118104250248847,0.3206160941700425,0.4208955834688
0.32116370922509196,0.3206087764031963,0.4207104265032447
0.3211227693591677,0.32055328970854813,0.4211923068549289
0.3211990438813025,0.3206356765140915,0.4212676542845995
0.3211176587680537,0.32054199601401423,0.42100068276139047
0.3211109479388544,0.3205451063205689,0.42093342494172636
0.3211767697261386,0.3206047807106568,0.4213432838715468
0.3211948328098326,0.32062775987857955,0.4210278412083516
0.32127405749905863,0.3207144315631509,0.4211888534008157
0.3213043717710011,0.3207390234498948,0.421129772595795
0.321109261914738,0.32054747280213985,0.42099681327245075
0.32113642404693926,0.32056699006707445,0.42137062792959
0.32125218556974244,0.32068499546558005,0.4211989708374089
0.3212071263133952,0.32065152131101443,0.42095492025594183
