Negativity_Class_0,Negativity_Class_1,Negativity_Class_2
0.0825628074106208,0.08272345425665023,0.08317345357255727
0.08260372250265749,0.08276315939835646,0.08321346729714338
0.08255836437080345,0.08271412341117221,0.08316502889485758
0.08252290860561874,0.08268393317101641,0.08313174687094296
0.08261942197805625,0.08277746132641597,0.08322281380370775
0.08253471399632326,0.08269321706198723,0.08314499371615089
0.08256165635037585,0.08272204241366679,0.08317040216476793
0.08257969176422006,0.0827386466150291,0.08318774975530532
0.08262804757887063,0.082789188912682,0.0832400668135958
0.0825375363989635,0.08269429098714329,0.08314730179174812
0.08253747225598418,0.08269092183848933,0.08314683318618317
0.08253843878045362,0.08270165091215151,0.08314568094967514
0.08257015925135172,0.08273071995544726,0.0831790808273641
0.08252509557762078,0.08268431834705006,0.08313776046783014
0.08256122588630771,0.08271997921640921,0.08317066169253719
0.08255005491755703,0.08271015403389759,0.08315941769927265
0.08258390084490556,0.08274270934713218,0.08319059531073252
0.08251280282109597,0.08267646046528021,0.08311994519095327
0.08253244202950469,0.08268934969661483,0.08314171814571893
0.08255954173578176,0.08271786964156556,0.08317146028685855
0.0825167927212512,0.08268139038774205,0.08312619632331877
0.08259532040886158,0.08275638112170727,0.08320141199370194
0.08251162429160083,0.08267551687171419,0.08312247553726555
0.08249870770788022,0.08265734667337406,0.08310872614423406
0.08251378703716568,0.08267398803832819,0.08312206848964389
0.08260020614902089,0.08276009025641165,0.08321278995481454
0.08260554134316414,0.08276069009549045,0.08320994542240209
0.08258082292568011,0.08273833171654797,0.08318471904300996
0.08256813519750605,0.08273326758287645,0.08317850746883412
0.08255297684649694,0.08271412311487847,0.08315798772743958
