Accuracy,F1_Scores
0.9533333333333334,0.9520202020202019
0.9466666666666667,0.9452861952861953
0.9466666666666667,0.9444866244866243
0.9266666666666667,0.9251515151515152
0.9333333333333333,0.9317845117845118
0.9466666666666667,0.9453535353535354
0.9466666666666667,0.9461952861952861
0.9333333333333333,0.9313973063973064
0.9333333333333332,0.931112406112406
0.9266666666666667,0.9252861952861953
0.9266666666666665,0.9247979797979798
0.9400000000000001,0.9381986531986533
0.9333333333333333,0.931885521885522
0.9466666666666667,0.9457070707070706
0.9400000000000001,0.9385521885521886
0.9333333333333332,0.9278499278499277
0.9466666666666667,0.9457744107744107
0.9400000000000001,0.9389730639730638
0.9466666666666667,0.9452861952861953
0.9199999999999999,0.9169950419950419
0.9133333333333334,0.9068061568061567
0.9466666666666667,0.9452861952861953
0.9533333333333335,0.9520202020202019
0.9333333333333333,0.9304630554630554
0.9400000000000001,0.9381313131313131
0.9400000000000001,0.9393602693602693
0.9400000000000001,0.9372644022644023
0.9466666666666667,0.9457070707070707
0.9333333333333333,0.9323063973063972
0.9333333333333333,0.9304630554630554
