Accuracy,F1_Scores
0.4833333333333333,0.37565236489974263
0.4766666666666667,0.38919139461357644
0.49000000000000005,0.3698870946543697
0.48666666666666664,0.3643933883118736
0.48999999999999994,0.3802729488790049
0.47333333333333333,0.3774995744213526
0.45999999999999996,0.3653836140325229
0.4800000000000001,0.39240228558148693
0.4600000000000001,0.3612122148749523
0.47333333333333333,0.3694448443912948
0.47333333333333333,0.3838574854840021
0.45999999999999996,0.3742197581357626
0.4833333333333333,0.37370637336453416
0.4600000000000001,0.36030353044473706
0.4633333333333334,0.381628876507888
0.47333333333333333,0.35680164009016685
0.49000000000000005,0.409718496454014
0.45999999999999996,0.37044865892691975
0.4666666666666667,0.3508228202467063
0.4633333333333334,0.33518261725619847
0.48,0.3825999259005233
0.48999999999999994,0.40509609796697477
0.47000000000000003,0.3771454635141506
0.45999999999999996,0.3541033532171303
0.4766666666666667,0.38843667297614665
0.48,0.3805039188641503
0.49000000000000005,0.39072394585873405
0.4766666666666667,0.3664732952232953
0.4833333333333334,0.38412767159011335
0.4766666666666667,0.3700096431284299
