Accuracy,F1_Scores
0.5533333333333333,0.47343707159433623
0.5366666666666667,0.44210313036402865
0.5466666666666666,0.47080218818232994
0.5433333333333333,0.46901005810470175
0.5466666666666666,0.4652430644166844
0.5599999999999999,0.4949161556226773
0.5633333333333332,0.49538146645563524
0.53,0.44043723009100944
0.5366666666666666,0.459963430207765
0.5566666666666666,0.4815306865444981
0.5466666666666666,0.47508929214784174
0.5599999999999999,0.4894010156993637
0.5366666666666667,0.4508761503086016
0.5633333333333332,0.49652018926827557
0.5399999999999999,0.4603826584971736
0.5533333333333333,0.48329299449506513
0.5433333333333332,0.46441486455174574
0.5666666666666667,0.4874043188661289
0.5599999999999999,0.48329016191437135
0.5566666666666666,0.4804764010490533
0.5566666666666668,0.49069192663753586
0.5566666666666666,0.4892580504924219
0.56,0.4775633709646826
0.5566666666666666,0.4741314597754947
0.55,0.4653207362237173
0.5466666666666666,0.47146863976180997
0.5566666666666666,0.4920973530666819
0.55,0.4771963487136218
0.5433333333333332,0.45785716725864345
0.5533333333333333,0.4704858283640275
