Accuracy,F1_Scores
0.49215686274509796,0.4209947265210424
0.5241830065359477,0.46256497916714634
0.5120915032679738,0.4260656818241958
0.4882352941176471,0.40941179191179194
0.4901960784313726,0.4004755507077489
0.4879084967320261,0.4028405200464024
0.47189542483660124,0.38692858339917163
0.5065359477124183,0.4347064700005876
0.5330065359477125,0.4514232164464363
0.5444444444444445,0.48201033629826207
0.4715686274509804,0.3938287031166288
0.47745098039215683,0.3805920005920006
0.4882352941176471,0.40293023969494557
0.4879084967320261,0.41602093125312944
0.4709150326797385,0.39077845815461915
0.49869281045751634,0.43943145090203906
0.46633986928104576,0.38517260746362914
0.5277777777777778,0.4599502472644888
0.49444444444444446,0.4304874319580202
0.5163398692810458,0.4329612784875943
0.46601307189542485,0.37904920157242145
0.5343137254901961,0.47098230974391964
0.5055555555555555,0.40905549845178324
0.5039215686274511,0.4388972946558086
0.48267973856209156,0.41088795735854566
0.4493464052287582,0.3705473376526008
0.5379084967320262,0.49433459614574166
0.5,0.4120921063800321
0.4931372549019607,0.420761878873334
0.5281045751633988,0.4496979264858522
