Accuracy,F1_Scores
0.61,0.5700377672093919
0.6266666666666666,0.5865994903626203
0.62,0.5810970787709442
0.6199999999999999,0.5822887088918233
0.6166666666666666,0.5787734101984534
0.6233333333333333,0.5837306544934665
0.6199999999999999,0.5756927165648016
0.6266666666666666,0.5871826574509502
0.6299999999999999,0.5945480856745019
0.6166666666666666,0.5786885948351466
0.61,0.5722378178807955
0.6199999999999999,0.5827969262231136
0.6233333333333333,0.5885166364342566
0.6,0.5590901468383876
0.6066666666666667,0.5697220594669619
0.61,0.5648076226720102
0.6233333333333333,0.5844616309378826
0.6133333333333332,0.5718824475460631
0.6166666666666666,0.5721165871762233
0.6100000000000001,0.5707788224156756
0.6233333333333333,0.5844769178190231
0.6133333333333333,0.5735458362188071
0.6166666666666666,0.5715711326186294
0.61,0.5700462999833709
0.6066666666666666,0.56561410571722
0.6166666666666666,0.5799348414514178
0.6199999999999999,0.5824205957061904
0.6266666666666667,0.5927521005867548
0.6300000000000001,0.593934277176254
0.6100000000000001,0.5734421816933118
