,1,2,3,4,5,6,7,8,9,10
1,1.0,0.8791787130035477,0.044033551755647646,0.6744303676235435,0.0003622212666248897,0.003034777960664351,3.3670622381816617e-10,3.3670622381816617e-10,0.0003622212666248897,0.003034777960664351
2,0.8791787130035477,1.0,0.05497964131151988,0.7936863408164548,0.00015249215134224018,0.0029408358597524404,1.4085043199928777e-10,1.4085043199928777e-10,0.00015249215134224018,0.0029408358597524404
3,0.044033551755647646,0.05497964131151988,1.0,0.05380660085457114,1.0059459760623511e-08,2.052420005734924e-05,1.3606825831587307e-11,1.3606825831587307e-11,1.0059459760623511e-08,2.052420005734924e-05
4,0.6744303676235435,0.7936863408164548,0.05380660085457114,1.0,1.3727048458479399e-05,0.0015845070745709416,1.8510196270455162e-13,1.8510196270455162e-13,1.3727048458479399e-05,0.0015845070745709416
5,0.0003622212666248897,0.00015249215134224018,1.0059459760623511e-08,1.3727048458479399e-05,1.0,0.12110686477468606,4.955198185704664e-19,4.955198185704664e-19,1.0,0.12110686477468606
6,0.003034777960664351,0.0029408358597524404,2.052420005734924e-05,0.0015845070745709416,0.12110686477468606,1.0,1.6922717396102948e-06,1.6922717396102948e-06,0.12110686477468606,1.0
7,3.3670622381816617e-10,1.4085043199928777e-10,1.3606825831587307e-11,1.8510196270455162e-13,4.955198185704664e-19,1.6922717396102948e-06,1.0,1.0,4.955198185704664e-19,1.6922717396102948e-06
8,3.3670622381816617e-10,1.4085043199928777e-10,1.3606825831587307e-11,1.8510196270455162e-13,4.955198185704664e-19,1.6922717396102948e-06,1.0,1.0,4.955198185704664e-19,1.6922717396102948e-06
9,0.0003622212666248897,0.00015249215134224018,1.0059459760623511e-08,1.3727048458479399e-05,1.0,0.12110686477468606,4.955198185704664e-19,4.955198185704664e-19,1.0,0.12110686477468606
10,0.003034777960664351,0.0029408358597524404,2.052420005734924e-05,0.0015845070745709416,0.12110686477468606,1.0,1.6922717396102948e-06,1.6922717396102948e-06,0.12110686477468606,1.0
