,1,2,3,4,5,6,7,8,9,10
1,1.0,0.7218295819299381,9.796636128113945e-07,5.60600304295881e-08,0.583757072687149,0.711119544631532,1.815446776836223e-15,1.815446776836223e-15,0.583757072687149,0.711119544631532
2,0.7218295819299381,1.0,1.1813648481326384e-07,6.036761633701894e-09,0.24494642950594425,0.4315822544436829,1.1115118394487968e-16,1.1115118394487968e-16,0.24494642950594425,0.4315822544436829
3,9.796636128113945e-07,1.1813648481326384e-07,1.0,0.2534731218358605,3.7904828786849976e-06,2.0574622962605523e-08,9.518616613875775e-13,9.518616613875775e-13,3.7904828786849976e-06,2.0574622962605523e-08
4,5.60600304295881e-08,6.036761633701894e-09,0.2534731218358605,1.0,1.4193356037139893e-06,4.534332870289521e-10,2.7061692084500074e-10,2.7061692084500074e-10,1.4193356037139893e-06,4.534332870289521e-10
5,0.583757072687149,0.24494642950594425,3.7904828786849976e-06,1.4193356037139893e-06,1.0,0.869297349872067,1.862645149230957e-09,1.862645149230957e-09,1.0,0.869297349872067
6,0.711119544631532,0.4315822544436829,2.0574622962605523e-08,4.534332870289521e-10,0.869297349872067,1.0,6.3645827067861695e-21,6.3645827067861695e-21,0.869297349872067,1.0
7,1.815446776836223e-15,1.1115118394487968e-16,9.518616613875775e-13,2.7061692084500074e-10,1.862645149230957e-09,6.3645827067861695e-21,1.0,1.0,1.862645149230957e-09,6.3645827067861695e-21
8,1.815446776836223e-15,1.1115118394487968e-16,9.518616613875775e-13,2.7061692084500074e-10,1.862645149230957e-09,6.3645827067861695e-21,1.0,1.0,1.862645149230957e-09,6.3645827067861695e-21
9,0.583757072687149,0.24494642950594425,3.7904828786849976e-06,1.4193356037139893e-06,1.0,0.869297349872067,1.862645149230957e-09,1.862645149230957e-09,1.0,0.869297349872067
10,0.711119544631532,0.4315822544436829,2.0574622962605523e-08,4.534332870289521e-10,0.869297349872067,1.0,6.3645827067861695e-21,6.3645827067861695e-21,0.869297349872067,1.0
