Modelo,Max_Accuracy,F1_Score_Correspondente
IQCNDsE_Linha,1.0,1.0
IQCNDsE_Coluna,0.9933333333333334,0.9932867132867133
IQC_AIL_Linha,0.7166666666666667,0.708818119788708
IQC_Linha,0.7166666666666667,0.708818119788708
IQC_Coluna,0.5033333333333333,0.5002968156714287
IQC_AIL_Coluna,0.5033333333333333,0.5002968156714287
IQCpQ_tgt2_Coluna,0.4566666666666666,0.3748141861578394
IQCpQ_tgt2_Linha,0.23,0.1577463159744489
IQC_Angle_Linha,0.2,0.0666666666666666
IQC_Angle_Coluna,0.2,0.0666666666666666
