Negativity_Class_0,Negativity_Class_1,Negativity_Class_2,Negativity_Class_3,Negativity_Class_4
0.3197449117363305,0.3540520759366387,0.33910413501039405,0.35347666765046076,0.35742117559495484
0.31800210236062,0.35428273251248166,0.3394159257136391,0.35082937728241087,0.35797803309312703
0.31936159867645025,0.35411503530577665,0.33764734672735813,0.35250472080495454,0.35764862458453767
0.31845220310586386,0.3540629509449502,0.33913097916904356,0.35213411990658955,0.35814943530117527
0.3178349857091842,0.354225363020883,0.3387128014273281,0.35092699084456563,0.35901754877458725
0.31969979565395057,0.3540976610124639,0.33929095679727633,0.3490184173440485,0.35579127460522775
0.3201451740080294,0.35400816747808783,0.3399375567797452,0.349700633982997,0.35783999261347355
0.31956889008554284,0.35373978226721936,0.34252041260333205,0.3505261511016873,0.35779019809519524
0.31879781521513506,0.3539858306184953,0.3404467088043461,0.35067096365581885,0.3579270094816148
0.32333585487115646,0.3543620927820121,0.3423273232137425,0.35092427157836487,0.35787187121586833
0.3190730907879823,0.35377449047533194,0.34658740016580236,0.3517160665363469,0.3568477108856878
0.319602063028111,0.35378567420231866,0.33970592433741087,0.3509742962782369,0.35786486827969644
0.31954516561000557,0.3542190066878198,0.34176584149539013,0.3534581192445408,0.3581867143201724
0.31968053903153554,0.35401170107571633,0.34892919914306264,0.35078358300046436,0.35798894499863537
0.3189786057836477,0.35466389988515207,0.34097873430771586,0.3496735176305268,0.35903445553840024
0.3197151614314608,0.3539818367423894,0.3398717445323332,0.35038823939058117,0.35791863625691567
0.31876085183166014,0.3541773102814886,0.33632202104546577,0.3529362597581408,0.35813966100123695
0.31960332820973103,0.35433290514709387,0.34077714537344705,0.35632034508964827,0.3579056040897633
0.3193539291269541,0.35409233390746603,0.342750503722726,0.3522460543355747,0.3580306330735276
0.3196521348875582,0.35451222791155323,0.33953814910316027,0.3527974118682477,0.3578015740858223
0.32352031661384373,0.35407183080300253,0.34239649823740403,0.3543328236728244,0.35776182776540394
0.31862645649595506,0.35398978233105605,0.3402693149800505,0.353699962601438,0.3579688390967127
0.3209726456095203,0.35416100057379707,0.3415461288622369,0.3573244020400511,0.35810376973209274
0.3193723045690745,0.3539729516697757,0.3395487982912776,0.3535945082127888,0.3571130838468578
0.3185273457794787,0.35395445022172844,0.3407067782854369,0.35071369124731533,0.35744118317051427
0.3237575254902332,0.35408456806558786,0.3398458386850872,0.3494736462668692,0.35802417742137077
0.3192183442054019,0.35420170857579125,0.339976442291652,0.35444135429047263,0.35605039329875077
0.31930713007216394,0.3541175396115523,0.33800840947671607,0.3544415629263177,0.3578938225799037
0.3201357401189547,0.3541484559923379,0.34197745386912254,0.35358283565215687,0.35814244142826146
0.3235675325194016,0.35432401796948376,0.3456740742131735,0.3527715305334402,0.3579820174897524
