Negativity_Class_0,Negativity_Class_1,Negativity_Class_2,Negativity_Class_3,Negativity_Class_4
0.3489638693765365,0.3467409969623008,0.3499059669609835,0.3628988390425544,0.34912675845919433
0.3484224265344148,0.34235148715362806,0.3465670415077065,0.36349344470111955,0.34432865199196705
0.35024256774440565,0.3451213137742685,0.35298645453367633,0.36333442509206487,0.3462139417207675
0.34946272873292045,0.34633505888072114,0.34766762955788516,0.36322845047852753,0.3434084934586199
0.34884463135233384,0.3474664687897412,0.3431618013996545,0.36325217739980076,0.3454519933610859
0.3497280903993748,0.34120385570151374,0.3473723545963491,0.3628655956192323,0.3475119882811172
0.3494900457099329,0.34375935189000717,0.34752364078507286,0.36334789514651933,0.34218785352513714
0.34934608354315233,0.3483094093176231,0.35113681469999686,0.3634892438431817,0.3457949508785136
0.3495364182977276,0.3429554138726353,0.3473362619065844,0.36364073485218446,0.3498527807215618
0.3488800173738858,0.349582244519805,0.34927402877917924,0.363077615930773,0.34954865834111304
0.34871384708031616,0.3477575445388382,0.34792433962405556,0.36304587448335257,0.3515797450488563
0.3489657550827645,0.35117858813417996,0.35000449567339603,0.3632758710006363,0.347379795079094
0.3486166530639478,0.3437585215307229,0.3498118720357643,0.3635889594171505,0.3421701642451097
0.3493990058818151,0.348297866080562,0.3445446021528684,0.3633877007357516,0.34405875639487693
0.34911109867799206,0.348107250381929,0.3513489774024368,0.3636607916475971,0.3500323884423556
0.3483140142962943,0.3398527851759205,0.3423119183790927,0.3631927804019766,0.34131585592489533
0.3495124032071937,0.3422564981080919,0.34508926310481014,0.36359340894221975,0.35117214840654876
0.3493922498568093,0.3387507490429257,0.3504542506823082,0.3631027729084398,0.3513627390248297
0.349041925895928,0.3437770719923355,0.3489088978076657,0.363624484836749,0.3473162913140108
0.348163083408899,0.34070095392061145,0.3491793887812186,0.3627925285987216,0.35233412995466107
0.3491707809780419,0.3414433148392638,0.34549075174111776,0.36304975639876913,0.35208405580282515
0.3488373553338303,0.3513635076415028,0.34606743432947806,0.36329877817907624,0.3486172561449729
0.34937168148603337,0.34547548283074475,0.3487526886412609,0.363215033080831,0.34366921746613344
0.34962139621684524,0.34175393930699316,0.3480464097405506,0.3627119863502778,0.3463922122737933
0.34911222163044014,0.3436536152353594,0.3478775133539709,0.3634386939883639,0.35217082421039864
0.34993381284171005,0.34509598594801844,0.3429908053072498,0.3636870812468733,0.34662660769632303
0.3484899081036476,0.34259141652207237,0.34777242827376253,0.3630717299160856,0.3474756156179445
0.34935243248332903,0.3503434245896092,0.345695509787909,0.3627406411759699,0.34139333011173006
0.3479830548096181,0.3384920894981211,0.3496334445966861,0.3633082106098457,0.34592572874834265
0.3493906132929617,0.34590658447076394,0.35167225778508304,0.36371211102886125,0.34115548999301154
