Accuracy,F1_Scores
0.49000000000000005,0.34942869677821803
0.4966666666666667,0.3502847904489491
0.49333333333333335,0.3455923683779361
0.48666666666666664,0.3424155238687137
0.4766666666666667,0.3321611948643847
0.4966666666666667,0.3528713705355292
0.49000000000000005,0.3444946213157568
0.49333333333333335,0.34939922480620156
0.4833333333333333,0.33621621481573605
0.48,0.32417195207892885
0.49333333333333335,0.35531321289499374
0.47333333333333333,0.328351106258083
0.4966666666666666,0.35843930066741286
0.4766666666666667,0.33772968842223294
0.48,0.33882743548441224
0.49000000000000005,0.34354541028416785
0.49333333333333335,0.3412878787878788
0.49000000000000005,0.3441093562160594
0.49333333333333335,0.3596840152551507
0.4966666666666667,0.34769373922930696
0.49333333333333335,0.3562353182992718
0.4833333333333334,0.34124786806900353
0.4866666666666667,0.35880901484500316
0.4833333333333333,0.3309630776200544
0.4866666666666667,0.34290899763710986
0.49333333333333335,0.35573061734796585
0.49000000000000005,0.3448094142519587
0.49000000000000005,0.3387536075036075
0.4866666666666667,0.34725182003738775
0.4866666666666667,0.3475987523268645
