Accuracy,F1_Scores
0.8566666666666667,0.8545547666616502
0.8566666666666667,0.8548831928027358
0.8600000000000001,0.8586203917383578
0.8566666666666668,0.8544558445750894
0.86,0.8575866479918041
0.86,0.8590367965367965
0.8566666666666668,0.8551706041779571
0.8633333333333335,0.8620592816145882
0.8566666666666667,0.854514827158369
0.8633333333333335,0.8615658051949602
0.86,0.8573010826703275
0.8566666666666667,0.8546402494715573
0.8533333333333335,0.8514253453745126
0.8600000000000001,0.857526267483854
0.8566666666666667,0.8548116075876087
0.8566666666666667,0.8554046151477939
0.8600000000000001,0.8588311300740961
0.86,0.8580627472663915
0.86,0.8584439736650937
0.8566666666666668,0.8543798037625819
0.8600000000000001,0.858824328931106
0.8633333333333335,0.8618023479939498
0.8566666666666667,0.8552492163451235
0.8633333333333333,0.8619799794583459
0.8633333333333335,0.8612866123603545
0.8600000000000001,0.8584818408715469
0.8600000000000001,0.8579152527132065
0.8633333333333335,0.8622485126680557
0.86,0.8586421234920794
0.8566666666666668,0.8544377157542113
