Accuracy,F1_Scores,Negativity_Class_0,Negativity_Class_1,Negativity_Class_2
0.4,0.3111111111111111,0.7030343323676613,0.6800929260947368,0.5938416842316412
0.26666666666666666,0.16666666666666666,0.6934798858509983,0.682076868907442,0.5956371639752436
0.26666666666666666,0.1568627450980392,0.6969864735737648,0.6643391988722276,0.6065299148631474
0.4666666666666667,0.37566137566137564,0.6947455635492424,0.7016198983486511,0.6110466920082984
0.4666666666666667,0.36274509803921573,0.7021095915316946,0.686593353906212,0.5726979959157711
0.5333333333333333,0.41991341991341996,0.7090297651145024,0.6922811007266189,0.5881458314404763
0.4,0.3235294117647059,0.6889607264584117,0.7022275312584403,0.6416672481758791
0.4666666666666667,0.37777777777777777,0.704662662007993,0.7110928448621462,0.5981681029594281
0.5333333333333333,0.4222222222222222,0.7022784949017088,0.6933154751111947,0.6156918573997613
0.3333333333333333,0.19607843137254902,0.7002375787932666,0.6905190334094161,0.6081101190774177
