Accuracy,F1_Scores
0.4466666666666666,0.43430894269129566
0.5033333333333333,0.5002968156714287
0.4766666666666667,0.4623445998445998
0.41000000000000003,0.3990042898278192
0.48666666666666664,0.4764868726045197
0.4533333333333333,0.4327283141694906
0.4533333333333333,0.4374228530327601
0.44333333333333325,0.4325125299537064
0.47000000000000003,0.4598683114271349
0.43999999999999995,0.4270050211226682
0.4466666666666666,0.4402354606178135
0.4666666666666666,0.4618874524168642
0.4533333333333333,0.4477635012046776
0.4600000000000001,0.4418141433729669
0.4666666666666667,0.45152523946641593
0.4633333333333334,0.45777109491815376
0.45,0.4386974234915411
0.45999999999999996,0.45447099374653555
0.44333333333333336,0.42793940184342666
0.4833333333333334,0.4680136366901073
0.4533333333333333,0.45024125874125875
0.45666666666666667,0.4511294522470993
0.4566666666666667,0.4507149628836936
0.48,0.4708981671922848
0.4800000000000001,0.4619625146095735
0.42666666666666664,0.42017092058268535
0.4333333333333333,0.4168144371967902
0.43,0.42543934823346585
0.46333333333333326,0.4531239740651505
0.45,0.44114771313997314
