Weights
"[[ 4.40706661+2.85754103e-18j -0.4830468 -1.58022591e-18j
   5.31807427+5.14241169e-18j -1.0616833 +2.34418041e-18j]]"
"[[ 3.97440207-3.26373423e-18j -0.38900898-1.73588838e-19j
   4.70291932-3.53918687e-18j -1.02680292+1.17679584e-18j]]"
"[[ 4.34101084-3.19406191e-18j -0.49484953-2.34977756e-18j
   5.19931064-2.93744491e-18j -1.08733561+6.19497125e-19j]]"
"[[ 4.32318835-3.91982944e-18j -0.50996564+7.68691618e-20j
   5.2750607 -3.90908664e-18j -1.08704348+7.15161148e-19j]]"
"[[ 4.35693237-5.83901160e-18j -0.45675208+3.04868608e-18j
   5.30103859-8.08534431e-18j -1.08515113+1.27312180e-18j]]"
"[[ 4.30396199+1.30210093e-19j -0.50570567-5.18275123e-19j
   5.26973411-5.12285659e-19j -1.07938971-3.58840276e-19j]]"
"[[ 3.98155309-3.90038685e-18j -0.39906779+2.37126779e-18j
   4.68106398-4.77080997e-18j -1.01308978+1.61663532e-18j]]"
"[[ 4.34948645+2.68226785e-18j -0.52411877-7.31487924e-19j
   5.27533757+1.16363922e-18j -1.05841828-4.17663516e-18j]]"
"[[ 4.1174551 -4.58463925e-18j -0.48887402-4.59511115e-19j
   4.87440395-3.06129977e-18j -1.05447475+6.82812424e-19j]]"
"[[ 4.37436007+2.60106095e-18j -0.5034284 -2.17687258e-18j
   5.31021562+5.20450965e-18j -1.06696458-7.40255652e-19j]]"
"[[ 4.58497849-2.81063369e-18j -0.50493433-3.19778043e-18j
   5.6311302 -5.51064742e-19j -1.10719628+1.76682443e-18j]]"
"[[ 4.33460581-1.29337459e-18j -0.49792788+1.44650780e-18j
   5.25050162+4.41610098e-19j -1.07675723+4.44602473e-18j]]"
"[[ 4.40049475+3.42969704e-18j -0.49107156+3.84874961e-18j
   5.29820782+2.66903272e-18j -1.06437674+3.14127085e-19j]]"
"[[ 4.38330758-9.30352864e-19j -0.50305541+4.46500626e-19j
   5.25893728+2.11483285e-18j -1.09142989+2.13344901e-18j]]"
"[[ 4.33296897-8.01388087e-19j -0.51622175+4.34098074e-19j
   5.23671428-1.79070531e-18j -1.07066757-2.86329519e-18j]]"
"[[ 4.38295235-2.48477461e-18j -0.48845784-6.25897710e-18j
   5.25548789-3.74242600e-18j -1.07512726-3.69445085e-18j]]"
"[[ 4.34944738+1.18809077e-18j -0.52191162-9.67951324e-19j
   5.24160887+8.30802566e-20j -1.07157687-2.89380365e-18j]]"
"[[ 4.37921831+1.60580697e-18j -0.48315407-1.09786170e-18j
   5.27593844+4.64956790e-18j -1.08002734+2.07633801e-18j]]"
"[[ 4.36199326-2.70104540e-19j -0.51837691+5.58546522e-18j
   5.2427518 -2.23506988e-18j -1.06811512+2.93499090e-19j]]"
"[[ 4.12992777+2.01562425e-18j -0.49966082-1.46263431e-18j
   4.91555652+3.17491941e-18j -1.03682468-8.33900278e-19j]]"
"[[ 4.34808585-2.94853105e-19j -0.50537238+2.27250285e-18j
   5.27056511+1.26644765e-18j -1.07586885+3.67332769e-18j]]"
"[[ 4.10984341+1.07329933e-18j -0.4417094 +1.31130967e-20j
   4.94952758+5.36306075e-18j -1.06863839+6.91449184e-18j]]"
"[[ 3.96889714+1.62879505e-19j -0.40528012-3.90134386e-18j
   4.67463078-2.06570108e-18j -1.01927241-6.35010632e-18j]]"
"[[ 4.3184518 -3.33096474e-18j -0.49395266+4.98146874e-19j
   5.29120119-4.00188716e-18j -1.06603228+9.64246651e-19j]]"
"[[ 4.12630295-5.73849230e-19j -0.4659001 +1.98360084e-18j
   4.9665228 -5.31669131e-18j -1.04753733-4.85813862e-18j]]"
"[[ 4.36017796+8.39801288e-19j -0.50082961-6.40549684e-19j
   5.25010091+4.59515548e-18j -1.07624174+2.92634703e-18j]]"
"[[ 4.12114018-1.60594276e-18j -0.46214583-1.36123396e-18j
   4.97547112-8.16286497e-19j -1.04581614-2.07809031e-19j]]"
"[[ 4.33135081+4.79500074e-18j -0.51500178+4.06352291e-18j
   5.21300172+4.04376389e-18j -1.07243908+4.31507702e-18j]]"
"[[ 4.31798409+2.39394444e-18j -0.50108236+2.36184112e-18j
   5.26339068+3.07929440e-18j -1.06028907+8.56731807e-19j]]"
"[[ 4.12735688-6.81935489e-19j -0.4631829 -3.97594424e-18j
   4.90501644-1.81676256e-18j -1.04629183-3.39224238e-18j]]"
