Negativity_Class_0,Negativity_Class_1,Negativity_Class_2
0.696823659820319,0.6966926868745523,0.6037269986909589
0.6995946257000207,0.691691584288067,0.6031536610047064
0.7042288321002216,0.6915421682724503,0.604588572326613
0.6961452611499591,0.693443285884846,0.6030649895931326
0.7009385882528821,0.6892214871810725,0.6038232113976078
0.70221972197335,0.6919657754527397,0.6039929790557644
0.6999024392944255,0.696193398499011,0.6034706504701057
0.699994671675291,0.6939282269048428,0.6030228348966521
0.7004003098123863,0.6992879700335705,0.6037309390458881
0.6973557548562173,0.6934823200538978,0.603385118830648
0.6942063061391851,0.6942562226798248,0.6036290304995922
0.6982508465162957,0.6986495073352862,0.6040782568614687
0.6987936065954713,0.6969748063006411,0.6040387396519306
0.6962152135462994,0.6978860062315045,0.6031645866397976
0.6970221014450528,0.6928705448274707,0.6037022378052649
0.7024013983532655,0.6963948682961609,0.6039105664534438
0.701151294936991,0.69239529538737,0.6034073604899594
0.7026713858141569,0.6907547009445059,0.6040704825492792
0.7037593742758267,0.6967298733096177,0.6033461096802224
0.6941548944910514,0.6970912843120014,0.6030171493689293
0.6989339036532523,0.685229769548923,0.6036979387271907
0.7008132050023766,0.6938901735278922,0.6037509509694142
0.6957825974202008,0.6976236826843636,0.6035765727254092
0.699864661498083,0.6977818752733878,0.6029864504002089
0.703918201697306,0.6921924349614811,0.6027941529981341
0.6958909077998117,0.6972976546982965,0.6037554521493609
0.6979546591256398,0.6939258346389031,0.6037035806147633
0.7027782966538334,0.699145861079241,0.6036223871718561
0.6998234537258238,0.6972979354117465,0.6032252521282164
0.7020774413952783,0.6863540711904046,0.6031672232234926
