Accuracy,F1_Scores
0.9766666666666668,0.9761398601398602
0.9700000000000001,0.9702377622377621
0.9800000000000001,0.9794965034965036
0.9733333333333334,0.9728065268065269
0.9866666666666667,0.9862097902097903
0.9833333333333334,0.9834365634365636
0.9666666666666668,0.9666766566766567
0.9766666666666668,0.9765034965034965
0.9766666666666668,0.9765034965034964
0.9633333333333333,0.9630642690642691
0.9833333333333334,0.9834365634365636
0.9833333333333334,0.9832400932400933
0.9866666666666667,0.9865734265734266
0.9766666666666668,0.9767232767232767
0.9733333333333334,0.9730029970029971
0.9700000000000001,0.9696463536463537
0.9800000000000001,0.97988344988345
0.9633333333333333,0.9635397935397936
0.9766666666666666,0.9761631701631701
0.9733333333333334,0.9731701631701632
0.9733333333333333,0.9731701631701632
0.9800000000000001,0.9798601398601399
0.9833333333333334,0.9832167832167833
0.9833333333333334,0.9832400932400933
0.9833333333333334,0.9834365634365636
0.9766666666666668,0.9765034965034965
0.9800000000000001,0.9798834498834499
0.9933333333333334,0.9932867132867133
0.9766666666666668,0.9765268065268067
0.9766666666666666,0.9766027306027307
