,1,2,3,4,5,6,7,8,9,10
1,1.0,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,0.00046010687947273254,1.862645149230957e-09,,,0.00046010687947273254,1.862645149230957e-09
2,1.862645149230957e-09,1.0,1.3576140388764598e-35,2.085527818841776e-40,1.862645149230957e-09,0.03982116706136835,,,1.862645149230957e-09,0.031962100269541834
3,1.862645149230957e-09,1.3576140388764598e-35,1.0,0.0,1.733306644199106e-06,5.471821368034222e-51,,,1.733306644199106e-06,4.366905571622531e-51
4,1.862645149230957e-09,2.085527818841776e-40,0.0,1.0,1.733306644199106e-06,1.2226844137006738e-55,,,1.733306644199106e-06,1.0089207016138012e-55
5,0.00046010687947273254,1.862645149230957e-09,1.733306644199106e-06,1.733306644199106e-06,1.0,1.862645149230957e-09,,,1.0,1.862645149230957e-09
6,1.862645149230957e-09,0.03982116706136835,5.471821368034222e-51,1.2226844137006738e-55,1.862645149230957e-09,1.0,,,1.862645149230957e-09,0.893539380091751
7,,,,,,,1.0,,,
8,,,,,,,,1.0,,
9,0.00046010687947273254,1.862645149230957e-09,1.733306644199106e-06,1.733306644199106e-06,1.0,1.862645149230957e-09,,,1.0,1.862645149230957e-09
10,1.862645149230957e-09,0.031962100269541834,4.366905571622531e-51,1.0089207016138012e-55,1.862645149230957e-09,0.893539380091751,,,1.862645149230957e-09,1.0
