Negativity_Class_0,Negativity_Class_1,Negativity_Class_2,Negativity_Class_3,Negativity_Class_4
0.6149020138388659,0.5272569533460479,0.47895051097050506,0.6084968261705825,0.6204381625803906
0.6149496999732699,0.5284531596500137,0.4791274194076679,0.6098553060544089,0.6226394999942064
0.6181126760698917,0.528106023387591,0.47884194349519593,0.6063458605007535,0.6185875691735422
0.6154699482757227,0.5277430068263339,0.4788425564719471,0.6068871346932223,0.6225776551417128
0.6148900773848868,0.5276183144637769,0.47928785611229924,0.6073773691756935,0.6301740576227967
0.6152971065565753,0.5277994672630524,0.4792979520600841,0.6054321041065607,0.6270499621907195
0.6156478505592838,0.5278372502597211,0.4787537974790498,0.6094131259350116,0.6238413150432885
0.6163759361187149,0.5276256995075725,0.4785825056454197,0.6070771810183848,0.6232322341492582
0.616360478068348,0.5281584256485063,0.4786728420611535,0.6075507999143336,0.6258757613177149
0.6177085702739327,0.5275414022255225,0.4790415294911018,0.6066076789167971,0.6256794224722488
0.6153082320739284,0.5278667232244062,0.4785307498284226,0.6074709314988631,0.622796495168642
0.6144642103210038,0.5273520993169714,0.4790389875107192,0.6079382721669202,0.6267247823404845
0.6143383706122969,0.5279232296375544,0.4790177969670969,0.60715146598425,0.6209556039790105
0.6182178665607672,0.52794432067202,0.4791041916477293,0.6085250538733903,0.6289098746247446
0.617146677877104,0.5273439337326338,0.47901621820412715,0.6088363676449747,0.6228555958952284
0.6153652941344958,0.5278499183845278,0.4788024858206302,0.6083175684680698,0.630498148458477
0.6153369669365728,0.5277098289292963,0.47898307230023524,0.6073184713378076,0.6165818444981733
0.6171393063818191,0.5274293563121617,0.4789888990697272,0.6060327791333784,0.6300438867852179
0.6179797604127196,0.5273421571952068,0.4789007392393027,0.6072847328815152,0.6321881340106568
0.6159734191074671,0.5279102229389481,0.4793944525828647,0.6066713087061097,0.6295468075364411
0.6175725258628345,0.5279396694154176,0.47890911548899384,0.6082490773137241,0.6213374711151286
0.6179149870811294,0.5282793077037733,0.4793977006099369,0.6079920180488538,0.6302445838429389
0.6168552991792338,0.5274929238081865,0.47876380229608084,0.6080531838963683,0.6230696130601817
0.6162786826586635,0.527576449751088,0.4789003402326012,0.609937626255258,0.6225227021385921
0.6171319647474584,0.5275754573471205,0.47903022787843524,0.6067524266382086,0.6277427592451107
0.6148564280844319,0.527992129546973,0.4789817556539003,0.6074168310332018,0.6300943657317407
0.6154613034605304,0.5276451039077189,0.4791839094565673,0.6065210935437453,0.6255285930252096
0.616069319678674,0.5277525723728369,0.4783266928944906,0.6082159099147562,0.6252774885301101
0.6166900283689973,0.527286058461934,0.4790413914307015,0.6070601308671669,0.6162802462018595
0.6159229832988962,0.5269073121588352,0.478994151316937,0.608903181139147,0.6270305767770861
