Accuracy,F1_Scores
0.9493464052287581,0.9493612270082856
0.9718954248366014,0.9726660703131291
0.9718954248366012,0.973053613053613
0.9552287581699346,0.9567713767713768
0.949673202614379,0.9497908572908571
0.9375816993464052,0.9384753264165029
0.9601307189542483,0.9617597217597218
0.9549019607843137,0.9571124246124245
0.9663398692810456,0.966161246161246
0.9604575163398692,0.9620374995374996
0.9663398692810456,0.9674939874939874
0.9604575163398692,0.96240786990787
0.9607843137254901,0.9615721315721316
0.9607843137254901,0.9621482221482222
0.9663398692810456,0.9673836403248167
0.9549019607843137,0.9561115736115736
0.9437908496732026,0.9447351722351722
0.9552287581699346,0.9552253302253302
0.9382352941176471,0.9400192400192399
0.9607843137254901,0.9618214193214193
0.9607843137254903,0.9616671291671292
0.9604575163398692,0.9614029489029488
0.9718954248366014,0.9728708328708329
0.9663398692810456,0.9673297073297075
0.9545751633986927,0.9569019869019868
0.961111111111111,0.9630391830391829
0.938562091503268,0.9405420505420505
0.9545751633986927,0.9556982831982832
0.961111111111111,0.9615577015577015
0.9660130718954247,0.967576715223774
