Accuracy,F1_Scores
0.9966666666666667,0.9966433566433567
1.0,1.0
0.9966666666666667,0.9966433566433567
0.9933333333333334,0.9932867132867134
0.9966666666666667,0.9966433566433567
0.9933333333333334,0.9932867132867134
0.9966666666666667,0.9966433566433567
1.0,1.0
0.9966666666666667,0.9966433566433567
0.9933333333333334,0.9932867132867134
0.9933333333333334,0.9932867132867134
0.9966666666666667,0.9966433566433567
1.0,1.0
0.9966666666666667,0.9966433566433567
1.0,1.0
1.0,1.0
0.99,0.9899300699300702
1.0,1.0
0.9933333333333334,0.9932867132867134
0.9933333333333334,0.9932867132867134
0.9966666666666667,0.9966433566433567
0.9966666666666667,0.9966433566433567
1.0,1.0
0.9966666666666667,0.9966433566433567
0.9966666666666667,0.9966433566433567
1.0,1.0
1.0,1.0
0.9933333333333334,0.9932867132867134
0.9933333333333334,0.9932867132867134
1.0,1.0
